Unnamed: 0,Datetime,Text,Sentiment
23,2020-04-08 16:48:10+00:00, mask  masks  corona  coronavirus  virus  barbados  mudasucka  fyp  fy  tiktok  foryoupage  stayhome  cookiewithacause  bored,-1
24,2020-04-08 16:45:23+00:00,   We re raising       months worth of Homeroom           for the city that helped make this all possible as it battles COVID     NYC   We re going to match this goal up to            newyorktough  nyc  corona  COVID  ,1
25,2020-04-08 16:41:32+00:00,  covid  stayhome  quarantine  diet  snacks  corona  Hill  Brooklyn  uhfG D ew  igshid  t skpjgswwvp,0
26,2020-04-08 16:40:05+00:00,LIVE BLOG  EasyJet founder continues battle over     B Airbus order  via   coronavirus  coronavirusupdates  covid    corona  easyjet  stelios,-1
27,2020-04-08 16:39:32+00:00,More mask options         corona  stayhome  staysafe  humor  homemademasks  masks  sillymasks  nyc  nyccorona,1
28,2020-04-08 16:38:28+00:00, productivity motivation myths dangers  corona  pandemic,1
29,2020-04-08 16:36:32+00:00,Here are some state and federal resources for workers  For any questions call our office at                 Ac   les compartimos recursos para trabajadores  Si tiene una pregunta llame a nuestra oficial al                  Corona  Elmhurst  JacksonHeights  Covid   ,0
30,2020-04-08 16:33:27+00:00,No sleep gang  Rona really winning out here   corona  rona  covid    stayindoors  nyc  thebronx  broke  leagueoflegends  smallcommunity  smallstreamer  supportsmallstreamers  supportsmallcommunities  supportsmallchannels  streamersupport,1
31,2020-04-08 16:26:37+00:00,Cambaza bak der gibi b  t  n insanl       koronaya kitlediler arka tarafta yeni d  nya d  zenini kuruyorlar  Bu s  re   bittiginde kafam  z   bi   evircez hi  bir   ey b  rakt      m  z gibi de  il  her   ey de  i  mi     Corona,0
32,2020-04-08 16:21:37+00:00, BREAKING India reports    new cases of coronavirus in Andhra Pradesh  Raising the state total to     cases   CoronavirusOutbreakindia   GCoronavirus  Corona  China  CoronavirusLockdown,0
33,2020-04-08 16:11:38+00:00,Putting your money where your mouth is  salute to Jack Dorsey  twitter Ceo   covid    research  pandemic  stayhome  staytweeting  virus  corona  twitter  jackdorsey,1
34,2020-04-08 16:05:29+00:00,We Are Together    Feet Apart  wearetogethersixfeetapart  weareinthistogether  midtowneast  manhattan  flattenthecurve   feetapart  coronavirusnyc  socialdistancing  corona  coronavirus  covid    gettyimages     udfcLgngO  igshid hqdrz y kr c,0
35,2020-04-08 16:05:12+00:00, head of  said this week that WhatsApp s priority in a  pandemic stricken world is nothing but Privacy factors  Read more    helloprospect  whatsapp  whatsappnews  socialmedianews  socialmedia  latestnewstoday  dailynewsonline  corona ,-1
36,2020-04-08 15:56:03+00:00,Wanted to share some thoughts  Stay safe everyone   covid  corona  nyc  coronavirus  nyccovid    covid    socialdistancing  lifeinnewyork  stayhome  stayhealthy  staythefuckhome,1
37,2020-04-08 15:51:14+00:00,France right behind Italy  spain and the S as countries with the highest casualties   covid    france  usa  italy  spain  corona  virus  pandemic,0
38,2020-04-08 15:47:41+00:00,watching  Billionaires like  BillGates feign concern for  AfricansAreNotLabRats children should make your skin crawl   BillGatesIsEvil  coronavirus  corona  antivaxxers  antivaxx,1
39,2020-04-08 15:46:09+00:00,In the words of Whitney  I have NOTHING  NOTHING  NOTHING  if I don t have you                                                        lolaandsophienewyork  grabaseat  quarantine  corona  photooftheday  nycportraits  nycportaiture     e h  FNT   igshid thils ewwskd,0
40,2020-04-08 15:45:26+00:00,ime Square April             corona  covid  america  trump  politicaltheatre  ubMXFnRAK  igshid  svtdgjo atel,0
41,2020-04-08 15:40:55+00:00,             faith is not canceled     covid  corona  virus  rus  coronav  quarantine  s  a  love  stayhome  socialdistancing  o  memes  china  staysafe  pandemic  coronavir  italia  yomequedoencasa  d  n  iorestoacasa  pandemia  quedateencasa  cuarentena,1
42,2020-04-08 15:40:27+00:00,Damn disrespecting all Social distancing orders being great role models and showing the example  Shame  If get the virus dont bitch  youll know where   getajob  readabook  wwe  fake  entertainment  wrestlemania  covid    corona  virus  pandem c,-1
43,2020-04-08 15:40:02+00:00, meatballs on  fire for  humpday  delivery                                                                         meat  italian  italianfood  pasta  carbs  carblife  sogood  happyhumpday  covid    corona  coronavirusnyc  quarantine  foodelivery  love  fooddelivery,1
44,2020-04-08 15:33:04+00:00,hat shit was ass then  And  corona making sure it start off ass now,-1
45,2020-04-08 15:33:03+00:00,Life Coach    Tips for dealing w Anxiety  Overwhelm    Uncertainty of Covid   After    years and nearly        I have found a few things that always seem to help  My first video   Please share    AnxietyRelief  anxiety  overwhelmed  COVID    corona,0
46,2020-04-08 15:32:22+00:00,If  corona and sexual assault allegations against Biden had happened a month earlier  Bernie Sanders would have been the nominee   not suspending his campaign   ,-1
47,2020-04-08 15:23:23+00:00,Emergency relief          to artists and creative workers in all disciplines  Spread the word   RetweeetPlease  artists  writers  musicians  COVID    Corona  WednesdayThoughts,0
48,2020-04-08 15:13:22+00:00,Give You Strength    In tribute to those on the front lines and all who are struggling today    SongsOfComfort  COVID    coronavirus  corona  SongOfTheDay  NewYorkTough  newmusic      nyccoronavirus  InThisTogether,1
49,2020-04-08 15:05:22+00:00,Consumers have to recalibrate what is an acceptable level of privacy and internalize that they can   t expect the same level of personal privacy during public health emergencies  The print version  feels a bit more special  ai and data science to combat health pandemics            COVID    Corona ,0
50,2020-04-08 14:57:37+00:00,We must support our small businesses too  Here are some recently released federal resources to help you stay afloat  Ac   encontrar   recursos del gobierno federal anunciados recientemente para ayudarle a estar a flote   Corona  Elmhurst  JacksonHeights  SmallBusinesses  Covid   ,1
51,2020-04-08 14:56:44+00:00,What a nickname    make sure to listen to our latest episode with   She survived  Corona just to relive this traumatic memory   ,-1
52,2020-04-08 14:54:05+00:00,African Americans are dying from  Corona at disproportionately high levels  Remember  Trump asked black voters   What Do You Have to Lose     Now you know   TeamDl,-1
53,2020-04-08 14:52:49+00:00,  th Street  NYC  corona  covid    pandemic  stayhome  ghostcity  gotham  superhero  nypd  nyc  newyorkcity  jcp  joechahwan  lumix  gx    York  New York  uVLNZj qM  igshid xuy xqlpj  l,0
54,2020-04-08 14:51:14+00:00,Bats are for wearing   not for eating   corona ,0
55,2020-04-08 14:50:48+00:00,While many  Indian liberals calls singing and enjoying life celebration while world does just that to keep the spirits and morale up   COVID       COVID    CoronavirusPandemic  Corona  coronavirus,1
56,2020-04-08 14:50:38+00:00,Applied for unemployment  thx  corona   amp  I m pretty sure I did it wrong but there was no way to do it correctly given how the forms ask the questions  amp  there s no prompt boxes to explain situations  I ll probably go to federal prison soon  It may be better than quarantine tbh ,-1
57,2020-04-08 14:48:22+00:00,No words to explain such idiotic behavior   coronavirus  corona  coronaviruslockdown  CoronavirusPandemic  USA  UK  australia,-1
58,2020-04-08 14:46:36+00:00,In  LosAngelesLockdown mayhem breaks out after cops shutdown toddlers birthday party   COVID       CoronavirusPandemic  coronavirus  Corona  CoronavirusLockdown,0
59,2020-04-08 14:42:25+00:00, COVID       coronavirus  CoronavirusPandemic  Corona  CoronaVirusUpdate,0
60,2020-04-08 14:40:10+00:00,Only in America is marrying a man with a pension and a good health insurance plan a viable and enviable safety net   usa  COVID    BernieIsOurHope  AmericaWorksTogether  CoronaLessons  Corona,1
61,2020-04-08 14:34:52+00:00,  u  troll hesaplara ki  ilere da    t  lan o paralar   uan kepenk kapat  p evinde a   oturan o gariban k      k esnafa da    t  lsa piyasa ihya olur    O paralar bu esnafa aylarca yeterdi     COVID    COVID       Corona  CoronavirusPandemic  carsamba  guendem  siyaset  ilere  a  r  ,-1
62,2020-04-08 14:26:10+00:00,Day   of the  CoronaComicsChallenge   Shop Till You Drop with Shopping Man   corona  coronavirus  COVID    IronMan  marvelcomics  RobertDowneyJr  numberfoundation  royalflushmagazine  fatherofdragons  comics  comicbooks,-1
63,2020-04-08 14:15:43+00:00,LIVE BLOG  JetBlue to suspend operations at several airports around   major metro areas  via   coronavirus  coronavirusupdates  covid    corona  coronaviruspandemic,-1
64,2020-04-08 14:15:15+00:00,Amidst the coronovirus outbreak  working from home can be challenging without the right tools  here s how to get it right    Xperteks  ITconsultancy  ITservices  ITsupport  NewYork  Corona  MicrosoftTeams,-1
65,2020-04-08 14:08:18+00:00,heme is  Social Distancing Realness         socialdistancing  quarantine  corona  coronavirus  bitchez  myBs  getaway  zoom  bandana  facemask  mask  drinks  happyhour  friends  friendship  friendshipgoals  wine     uQE ZDjhX  igshid zgpcq  dnm k,1
66,2020-04-08 14:06:05+00:00,Wordwide there has been more than     million cases and almost       deaths   india Thanks for the strategy  More than  lac cases in united states as number of tests are increasing  Let   s reunite and spare a minute in the memory of beloved  corona ,1
67,2020-04-08 14:03:32+00:00, AAP Governance  Delhi  India  Corona  IndiaFightsCorona  DelhiFightsCorona,0
68,2020-04-08 14:00:45+00:00,Anyone else wake up every day and hear Cardi B   s voice in your head saying    coronaviiiiirus     CardiB  coronavirus  new  NewYorkCity  coronanewyork  coronanyc  HipHopEd  WednesdayThoughts  wednesdaymorning  corona  uptown  bx  bk,0
69,2020-04-08 13:53:05+00:00,   La salud no es valorada hasta que llega la enfermedad     newyorkcity  nyc  brooklyn  stayhome  covid  staysafe  coronavirus  corona  stayhealthy  quarantine  socialdistancing  stayathome  love  staystrong     uOVg pSwQ  igshid waqkfna wibi,1
70,2020-04-08 13:52:54+00:00,Back with the good vibes again to start your weekend for our  rd  livefromthelivingroom happy hour     pm this Friday    good kind of corona talk only  As always  requests welcomed   quarantineparty      corona     uOUTDjhle  igshid ucs ciade yd,1
71,2020-04-08 13:48:36+00:00,LIVE BLOG  GBTA moves convention to November  via   coronavirus  coronavirusupdates  covid    corona,0
72,2020-04-08 13:45:12+00:00,Phenomenal job by cops of the   With your help  Field Intelligence officers  patrol cops   amp  our Emergency Service Unit safely recovered   illegal firearms  amp  arrested   individuals after a shooting occurred in  Corona  Queens  Together  we   ll keep NYC safe  ,-1
73,2020-04-08 13:30:50+00:00, Trump says he downplayed warnings about  Corona cuz he   s a cheerleader for America  Gimme a D gimme a E gimme a A gimme another D what   s it spell DEAD as in over   k Americans   TeamDl,-1
74,2020-04-08 13:30:03+00:00,Mosquitoes don t care about  SocialDistancing  StayHome  StaySafe  corona ,1
75,2020-04-08 13:06:02+00:00,ORLANDO  You should ask me what Time o  day  there s no clock in the Forest   AYLI  Time  explorationofTime  relativity  learnaline  quotes  brainbodyboost  botanicalshakespeare  coopedup  corona ,-1
76,2020-04-08 13:05:45+00:00,Some right wing Evangelicals say  Corona is the worlds punishment for turning away from God  What if  Trump is the worlds punishment for turning away from God   TeamDl,1
77,2020-04-08 13:01:24+00:00,Latest article on  When  Corona Quarantining Isn   t So Safe Domestic Violence Remains an Imminent Threat for the LGBT Community  lgbtq  endDV  loveislove Read   soo nr Owep,-1
78,2020-04-08 12:42:57+00:00,Virginia Pastor   who criticized  corona virus  mass hysteria  and asked people to ignore Quarantine   dies from illness he contracted from preaching to large crowds   CoronavirusPandemic  COVID     ,-1
79,2020-04-08 12:34:33+00:00,Hard to believe this photo was taken  wistfulwednesday  corona  uFWi pQdO  igshid  bn hqka y rj,-1
80,2020-04-08 12:32:09+00:00,I tragically had to buy it on my iPad via Kindle bc  Corona  I   ll find a way  There   s a     page part two as well ,0
81,2020-04-08 12:18:42+00:00,Staying at home can be boring  and when it s staying for a long period  the boredom can take a toll on us  Here are the    best tips you need to kill all the quarantine boredom   to do when in quarantine   stayathome  coronavirus  stayhome  corona  staysafe  socialdistancing,-1
82,2020-04-08 12:16:31+00:00,It s good to see someone using that platform to speak the truth  Let s all try to be a part of the solution   drfauci  whitehousepressbriefing  corona  rona  coronavirus  covid  blacklivesmatter  blackhealthmatters,1
83,2020-04-08 12:15:53+00:00, lockdownextension  lockdown  braids  braidhairstyles  braidstyles  Corona ,0
84,2020-04-08 12:09:35+00:00,Some states in Japan is also emergency by coronavirus   corona  Japan  emergency,-1
85,2020-04-08 12:00:07+00:00,Can   t wait for    group play                               Support your local taco spot       TacoTuesdayIsRealLife  SocialDistancing  StopTheSpread  COVID    Corona  Virus  SuperMoon  NewYorkTough  Park  uBaNnHz f  igshid  tl rn gfu   ,1
86,2020-04-08 11:57:09+00:00,Love In Action  ireland watch belfast covid    response team urges public to see empty streets as love in action          html via Heart Mind Online  post being brave complex times  CompassionInAction  CIA  LoveInAction  CoronaPandemic  CoronaCrisis  CoronavirusPandemic  Corona ,1
87,2020-04-08 11:52:39+00:00,            Everyone  Stop covering  s  corona  liefest,-1
88,2020-04-08 11:52:00+00:00,LIVE BLOG  Cruise ship stranded off Uruguay says     onboard have COVID     via   coronavirus  coronavirusupdates  covid    corona  GregMortimer  auroraexpeditions,0
89,2020-04-08 11:35:51+00:00,For the first time in at least a decade I had to pick up a razor and legit shave  I refuse to look like a wooly mammoth  In this time of  Corona make barbers  EssentialWorkers  WednesdayThoughts  coronavirus,0
90,2020-04-08 11:26:41+00:00,LIVE BLOG  SoftBank backed OYO furloughs some U S  workers as coronavirus hits revenue  via   coronavirus  coronavirusupdates  covid    corona  OYO,1
91,2020-04-08 11:09:57+00:00,LIVE BLOG  On the Beach extends credit facility till end of       via   coronavirus  coronavirusupdates  covid    corona  coronaviruspandemic,1
92,2020-04-08 10:54:15+00:00,     s partner sued for cancelling deal due to  COVID   pandemic  coronavirus  corona  Ripple,-1
93,2020-04-08 10:49:19+00:00,Save your life from the CoronaVirus  covid      coronavirusoutbreak   coronavirusnews   coronavirusupdate   corona   uk  usa  Italy  Spain  covid     covid   coronavirustreatment   coronavirususa     covid  news   prevention  coronavirustips,1
94,2020-04-08 10:37:00+00:00,LIVE BLOG         U S  hotels sign up to support healthcare community  via   coronavirus  coronavirusupdates  covid    corona  AHLA,1
95,2020-04-08 10:32:44+00:00, Corona Prognosen erinnern mich inzwischen immer mehr an  DAX Prognosen  Bei beidem gilt  Eigener Verstand eingeschaltet lassen  nachfragen wem es n  tzt und misstrauisch bleiben ,0
96,2020-04-08 10:26:02+00:00,Suche noch einen Co Investor  Das  Oktoberfest wird ja sicher stattfinden  wahrscheinlich mit Maskenzwang  Meine Idee  Blau Weisse Schutzmasken  Aufdruck   Corona        ich war dabei  und Schlitz f  r Biergenuss     Luxusvarianten in Leder etc sind denkbar   dhdl,-1
97,2020-04-08 10:21:19+00:00,Every one should appriciate the role of media due to their tireless efforts we are updated with latest news of on  Corona  Wrong information can be fatal  They are the true heroes  I stand with media heroes  MediaHeroes,1
98,2020-04-08 10:16:29+00:00, AAP Governance  Delhi  India  Corona  IndiaFightsCorona  DelhiFightsCorona,0
99,2020-04-08 10:09:17+00:00, AAP Governance  Delhi  India  Corona  IndiaFightsCorona  DelhiFightsCorona,0
100,2020-04-08 10:05:35+00:00, Africa  Corona ,0
101,2020-04-08 09:53:26+00:00, AAP Governance  Delhi  India  Corona  IndiaFightsCorona  DelhiFightsCorona,0
102,2020-04-08 09:45:20+00:00,Was hilft uns dabei  im Home Office weniger zu prokrastinieren  Das hat uns  auf der  WorkAwesome erkl  rt  Ein erf  lltes  Arbeits  Leben mit  Ikigai   Seine Tipps findet ihr im Recap Reader   magazin Work Awesome      Recap    pdf  remotework  homeoffice  corona ,1
103,2020-04-08 09:18:59+00:00,Wir laufen auf  Ostern zu  das Wetter ist sch  n   corona war nie unbesiegbar  Zeit f  r mehr Optimismus  Also denk an die vielen Chancen  ruf einen guten Freund an und pfeif ein kleines Lied  Es gibt viele Gr  nde f  r Optimismus  der  SPY ist nur einer    ,-1
104,2020-04-08 09:08:45+00:00, AAP Governance  Delhi  India  Corona  IndiaFightsCorona  DelhiFightsCorona,0
105,2020-04-08 08:52:45+00:00,LIVE BLOG  French minister says     B in loans for Air France KLM is  realistic   via   coronavirus  coronavirusupdates  covid    corona  airfranceklm  airfrance  france,0
106,2020-04-08 08:45:56+00:00,Sirens woke me up  now I can   t go back to sleep   When is this going to end  Don   t care about who failed  just want them to fix it   Corona  Insomnia,-1
107,2020-04-08 08:29:22+00:00, for         happy  actress  Manhattan  newyork        actorslife  casting  monologue  actor  sagaftra  corona  stayhome  coronavirus  CoronavirusOutbreak                             COVID                                      CoronaLockdown  covid  NYCLockdown  StayAtHome,1
108,2020-04-08 08:27:54+00:00,LIVE BLOG  Coronavirus lockdown sees air pollution plummet across U K   via   coronavirus  coronavirusupdates  covid    corona,-1
109,2020-04-08 08:19:50+00:00,Bravo le Liban    Mish alil la balad manhoub    Chapeau la lehkoum   ljdid     corona                ,0
110,2020-04-08 07:30:02+00:00,If you control the perception of the public  you control their behavior  That simple   Coronavirustruth  Corona  COVID  ,0
111,2020-04-08 07:13:04+00:00, is a Disgrace  Siding with the Communist China Party DISINFO over America   How any American can support this or any other Pro China Anti American Propaganda is beyond comprehension   WakeUpAmerica  COVID    COVID  Corona  CoronaOutbreak,-1
112,2020-04-08 06:29:44+00:00, wednesdaymorning  WednesdayMotivation  WednesdayThoughts  WednesdayWisdom  WednesdayVibes  BlackTwitter  AloneTogether  StayHome  StayHomeStaySafe  QuarantineAndChill  COVID  Pandemic  COVID      Corona  NewYorkers,0
113,2020-04-08 06:27:21+00:00, Corona rules ,0
114,2020-04-08 06:00:00+00:00,LIVE BLOG  Disaster in motion   where flights from countries landed in U S   via   avgeeks  coronavirus  coronavirusupdates  covid    corona  coronaviruspandemic  coronacrisis,-1
115,2020-04-08 05:51:59+00:00, twente                                                     vliegveldtwenthe  Enschede  jsf  f    Airlines  thuisbezorgd  nl  op   frontberichten  blijfthuis  supermoon  CoronaCrisis  Corona ,0
116,2020-04-08 05:41:30+00:00,Day  Surfing Stay Home  stayhome  quarantine  corona                                       surfing         New York  New York  tVU  D     igshid  jopknvwqer ,0
117,2020-04-08 05:15:51+00:00,LIVE BLOG  Quarantined Lyft and Uber drivers are fighting for coronavirus pay  via   uber  lyft  coronavirus  coronavirusupdates  covid    corona  coronaviruspandemic  coronacrisis,-1
118,2020-04-08 05:02:56+00:00,Join us this Saturday as we talk Business  the good  the bad  and the money   virtualmeeting  virtualwebinar  virtualconference  quarantine  corona  smallbusiness  smallblackbusiness  blackexcellence  money  Jump     tRqs H cs  igshid fyqztd gnhc ,1
119,2020-04-08 04:47:03+00:00,He entertained for    years and For    years I was a fan  I would have liked to see you go in a more noble way   not by this virus  You deserved better   songwriter  wit  johnprine  corona  covid  folkmusic     tP bigxJr  igshid  ozkdgm dxf h,1
120,2020-04-08 04:38:28+00:00,Protect the elders from COVID     Stay at Home  Be a hero         quarantine  corona  coronavirus  staysafe  stayin  pro  selfcare  socialdistancing  lockdown  stayhome  letsfightcorona  beahero  stayhealthy  covid    tectelder  keepeveryonesafe,1
121,2020-04-08 04:25:12+00:00,I spent hours helping a friend of my Mom   s locate his wife on the phone  She was hospitalized over two weeks ago  corona  The husband was told that she was dead  and then told they had confused her identity  She hasn   t been found  Similar story by   ,-1
122,2020-04-08 03:59:08+00:00,Global hit novel is back and corona can t stop   Avengers  Guardians  QuarantineWatchParty  corona  GOTG,-1
123,2020-04-08 03:55:02+00:00,Corona Pi  ata powers thru the science behind MI   s Swanson Swan Handicap  gamersvsCOVID    londonlockdown  Corona  facemask,0
124,2020-04-08 03:48:35+00:00,oday   s very quick stroll  masked and rubber gloved  into the empty streets of NYC  corona  York  New York  tI smgvpJ  igshid  oikxswky hie,-1
125,2020-04-08 03:47:23+00:00, AAP Governance  Delhi  India  Corona  IndiaFightsCorona  DelhiFightsCorona,0
126,2020-04-08 03:20:05+00:00, Florida was pure chaos as people tried to file for  unemployment       corona  coronavirius  policechase  covid  abcnews  cnn  nowthis  buzzfeednews  pressplay  tFiaBDlld  igshid  hmxud v oxvo,-1
127,2020-04-08 03:19:17+00:00, Film  Corona  virusthemovie is  somehow  alreadyhere butare  weready forit   Fearis  aVirus weshould  makesure thatwe  dontforget  aboutCorona  thatCorona will posit that  thespread of  C  O  V  I  D    isdown toan  evil BEFOR  TheLockdown  movie  gun  coronavirus the movie is somehow already here but are we ready for it,-1
128,2020-04-08 03:19:06+00:00,                                                                                                  WHO                                                                                                                                     news  latest  breaking  update  corona  coronavirus  covid    covid     lockdown  lockdown    doctor  medical  usa  trump  modi  who,0
129,2020-04-08 03:17:31+00:00,I would literally kill to ride the  MTA right now  What have you done to me   CORONA,-1
130,2020-04-08 02:58:54+00:00,Check out user             s video   TikTok  stayathome  quarantineonlineparty  QuarantineLife  corona ,0
131,2020-04-08 02:54:50+00:00,I feel like a damn leprechaun     corona  coronavirus  virus  china  lysol  riverside  viruscorona  box  wuhan  memes  like  love  positivevibes  streetphotographynyc  follow  inlandempire  architecture     tDADaDR f  igshid  uc  o l  iub,1
132,2020-04-08 02:52:28+00:00, mybuddy  corona  quarentine  dontbreathe  onme  stayhome  gohome  mybff  staysafe  live  love  laugh  wendyknows  tCvKXHOli xefNvDUMNEu WA IxXNqpkSOc    igshid fgl f n  cn ,1
133,2020-04-08 02:45:10+00:00, US reports        new cases of coronavirus and       new deaths  Total of         cases and        deaths   Corona  Covid     COVID    ,-1
134,2020-04-08 02:12:52+00:00,Mostly clear but some people out today  nyc   ft  city  life  love  people  world  corona ,1
135,2020-04-08 02:08:40+00:00, corona  coronavirus  covid    coronavid    covid      covid     trump  vote  stimulus  stimulusbill  stimuluspackage  stimuluscheck  stayhome  stayhealthy  staysafe  stay  stayathome,0
136,2020-04-08 02:08:31+00:00, corona  coronavirus  covid    coronavid    covid      covid     trump  vote  stimulus  stimulusbill  stimuluspackage  stimuluscheck  stayhome  stayhealthy  staysafe  stay  stayathome,0
137,2020-04-08 01:57:15+00:00,   Please Back the Fuck Up    feet or more  If not  I will pepper spray the shit out of you      coronamemes  corona ,-1
138,2020-04-08 01:57:06+00:00, night  yaallah  bedtime  tillmorning  corona  quarantine  wendyknows  tiktok  sleep  sleepingbeauty  norestforthewicked  tomorrowswednesday  s ZncHTpeLGOM Q jDmlfcPKrglYsMaDP xA   igshid ejlkwka io m,0
139,2020-04-08 01:47:50+00:00,In the first month  the products should wait at their lowest position  Those that are not the lowest should be deleted  When the  nd month wins a buybox  we gradually increase it   amazon  dropshipping  shopify  etsy  supermoon  corona  PlayStation   ecommerce  ecom  Ronaldinho,1
140,2020-04-08 01:44:18+00:00,        Americans bravely gave their lives in WWII to preserve our freedom  This month      million Americans gave it up because        died of  corona,-1
141,2020-04-08 01:40:58+00:00,In one corner they are Earths mightiest  the Avengers  In the second corner the Asgardian god  Loki  In the final corner he is the forgotten unsung hero  The Secret Avenger  The Forgotten Avenger  The Forgotten Ranger   Avengers  corona  GOTG  Quarantine,-1
142,2020-04-08 01:29:16+00:00,Donate and share please any amount helps Cash App  LeslieYogi Venmo   corona  coronavir  s    stillopenallhours  open  yoga  do yoga  besafe  love  imsoyoga  imsoyoganewark     s MiSlvp   igshid hz  k  vbk  ,1
143,2020-04-08 01:20:24+00:00,Massachusetts Health Department Phone Number  health department phone number html The  Massachusetts Health Department Contact Information  Massachusetts Health Department Phone      Number  Massachusetts Health Department Customer Care Number  Corona,1
144,2020-04-08 01:19:42+00:00,Link in bio check out the new skit by red chardonnay pangealifeent pangea life iamcardib   cent   coronamemes  rona  corona  coronavirus  covid  covid      covi  d    covid     covid    cov  d    remix     s HhMjWN   igshid rlsp  w sqcv,0
